Created,Title,Content
4/5/22,He: Understanding Masculine Psychology,Often a man has to make a choice between feeling and mood
4/5/22,He: Understanding Masculine Psychology,The drawbridge is a hint about the nature of the Grail castle
4/5/22,He: Understanding Masculine Psychology,What in the world is this great hurry and hunger in you people?
4/5/22,He: Understanding Masculine Psychology,no seduction. This is a sublime definition of man and inner woman
4/5/22,He: Understanding Masculine Psychology,You can sell a man almost anything if you indirectly call it the Grail
4/5/22,He: Understanding Masculine Psychology,One form of seduction is to wring pleasure from an experience in advance
4/5/22,He: Understanding Masculine Psychology,Myth informs us that our redemption will come from the least likely place
4/5/22,He: Understanding Masculine Psychology,"A mood prohibits true feeling, even though a mood may appear to be feeling"
4/5/22,He: Understanding Masculine Psychology,relocation of the center of gravity of the personality from the ego to the Self
4/5/22,He: Understanding Masculine Psychology,not-so-distant echoes of the Grail-castle hunger. The quest comes in many languages
4/5/22,He: Understanding Masculine Psychology,"Whitmont, Edward, C. The Symbolic Quest. Princeton: Princeton University Press, 1978"
4/5/22,He: Understanding Masculine Psychology,"peon in Mexico, again with so little to be happy about, be as carefree as he appears?"
4/5/22,He: Understanding Masculine Psychology,Without the question one may drink from the Grail but its great bounty will not flow out
4/5/22,He: Understanding Masculine Psychology,Feeling is the ability to value: mood is being overtaken or possessed by the inner feminine
4/5/22,He: Understanding Masculine Psychology,evolution of psychic energy from the stage of instinct to the stage of ego-controlled energy
4/5/22,He: Understanding Masculine Psychology,I think it is more likely that the author stopped at this point because he had no more to say
4/5/22,He: Understanding Masculine Psychology,To demand happiness from ones environment is the dark art of seducing the interior fair maiden
4/5/22,He: Understanding Masculine Psychology,"If one thinks that something or somebody will fill the Grail hunger in him, no cost is too high"
4/5/22,He: Understanding Masculine Psychology,"Naturally, Parsifal feels dreadfully guilty about his mothers death, but it is also part of his"
4/5/22,He: Understanding Masculine Psychology,For many years of my life I thought one came down with a mood just as one comes down with a cold
4/5/22,He: Understanding Masculine Psychology,If you can not be happy at the prospect of lunch it is not likely you will be happy over anything
4/5/22,He: Understanding Masculine Psychology,"The origin of the word humble traces back to humus—it means of the earth, feminine, unsophisticated"
4/5/22,He: Understanding Masculine Psychology,No youth can cope with this opening of the Heavens for him and most set it aside but do not forget it
4/5/22,He: Understanding Masculine Psychology,An alert woman knows the instant a man in her life succumbs to a mood for all relating stops that very
4/5/22,He: Understanding Masculine Psychology,"They are close to each other, each warms the other and makes life meaningful for the other; but there is"
4/5/22,He: Understanding Masculine Psychology,"Jung insisted that the unconscious is also the matrix, the artesian well from which all creativity springs"
4/5/22,He: Understanding Masculine Psychology,goddess Maya (the equivalent of our anima moods) costs one all reality and substitutes a vaporous unreality
4/5/22,He: Understanding Masculine Psychology,"masculine development. No son ever develops into manhood without, in some way, being disloyal to his mother"
